index,date,orgunit,orgunituid,mech_code,partner,operatingunit,psnu,hts_tst.u15.f,hts_tst.u15.m,hts_tst.o15.f,hts_tst.o15.m,hts_tst_pos.u15.f,hts_tst_pos.u15.m,hts_tst_pos.o15.f,hts_tst_pos.o15.m,tx_new.u15.f,tx_new.u15.m,tx_new.o15.f,tx_new.o15.m,vmmc_circ.u15.m,vmmc_circ.o15.m,prep_new.u15.f,prep_new.u15.m,prep_new.o15.f,prep_new.o15.m,tx_curr.u15.f,tx_curr.u15.m,tx_curr.o15.f,tx_curr.o15.m,tx_mmd.u15.f.u3mo,tx_mmd.u15.m.u3mo,tx_mmd.o15.f.u3mo,tx_mmd.o15.m.u3mo,tx_mmd.u15.f.35mo,tx_mmd.u15.m.35mo,tx_mmd.o15.f.35mo,tx_mmd.o15.m.35mo,tx_mmd.u15.f.o6mo,tx_mmd.u15.m.o6mo,tx_mmd.o15.f.o6mo,tx_mmd.o15.m.o6mo
23,16-Nov-20,Al Farooq Hospital,qMSgijNdXdA,17719,APHIAPlus Pwani,Kenya,Mombasa,0,0,7,8,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,16-Nov-20,Alale (AIC) Health Centre,IWHB63WvHEE,14012,AMPATHPlus,Kenya,West Pokot County,,,12,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
25,16-Nov-20,Alale Health Centre,PicT9BT2EVv,14012,AMPATHPlus,Kenya,West Pokot County,,,3,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26,16-Nov-20,Algadir Medical Clinic,KjxuN3y2zLL,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,2,1,15,9,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,16-Nov-20,Alupe Sub County Referral Hospital,YAAfNu5mPkN,14012,AMPATHPlus,Kenya,Busia County,1,3,10,4,0,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
28,16-Nov-20,Amaase Dispensary,y970BRCblm2,14012,AMPATHPlus,Kenya,Busia County,1,1,25,5,0,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
29,16-Nov-20,Amaiga Dispensary (Manga),I0XMM153kdB,18494,Afya Ziwani,Kenya,Nyamira County,0,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,16-Nov-20,Amakuriat Dispensary,f6pRoNrH31Q,14012,AMPATHPlus,Kenya,West Pokot County,,,17,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
31,16-Nov-20,Amani Medical Clinic (Kilifi),cDdCkjh4kS9,17719,APHIAPlus Pwani,Kenya,Kilifi,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,16-Nov-20,Amatierio Health Centre,O2e5aTSFGVQ,18494,Afya Ziwani,Kenya,Nyamira County,0,0,6,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,16-Nov-20,Amboseli Dispensary,W4iGC7KmjjQ,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,2,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,16-Nov-20,Among'ura Community Dispensary,CAqv1omGcks,14012,AMPATHPlus,Kenya,Busia County,3,1,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
35,16-Nov-20,Amugaa Health Centre,U1CwLZE4Sya,17718,Interchurch Medical Assistance. Inc,Kenya,Meru,0,2,2,0,0,0,1,0,0,0,1,0,,,0,0,0,0,,,,,,,,,,,,,,,,
36,16-Nov-20,Amukura Health Centre,lPtKlICjPxX,14012,AMPATHPlus,Kenya,Busia County,3,2,27,20,0,0,2,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,
37,16-Nov-20,Amukura Mission Health Centre,t7QovwGLDdG,14012,AMPATHPlus,Kenya,Busia County,,,17,9,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
38,16-Nov-20,Amurt Health Center,RoUGFV1IJx9,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,15,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,16-Nov-20,Amurt Likoni Clinic,OAgfQjIUTfY,17719,APHIAPlus Pwani,Kenya,Mombasa,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,16-Nov-20,Andersen Medical Centre,TddcNdoxqhp,14012,AMPATHPlus,Kenya,Trans-Nzoia County,5,1,14,11,1,0,0,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
41,16-Nov-20,Annex Hospital (Nakuru),HB8bMpxgcD7,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,1,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,16-Nov-20,Apokor Dispensary,sbFUP805zWE,14012,AMPATHPlus,Kenya,Busia County,1,1,12,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
43,16-Nov-20,Aposta Dispensary,SyduIyTRlRy,14012,AMPATHPlus,Kenya,Turkana County,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
44,16-Nov-20,Approved Dispensary,A3IpxcyxV9h,14012,AMPATHPlus,Kenya,Kakamega County,,,13,6,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
45,16-Nov-20,Archers Post Health Centre,LPm2vlZmCFh,18495,Afya Nyota Ya Bonde,Kenya,Samburu,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,16-Nov-20,Arror Health Centre,MMwJQFmcWq7,14012,AMPATHPlus,Kenya,Elgeyo-Marakwet County,,1,6,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,16-Nov-20,ASN Upendo Village Dispensary,ldQsaXHm9nH,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,16-Nov-20,Avenue hospital,WOUNJncTTOy,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,16-Nov-20,Baari Health Centre,mJzeKiO6YML,17718,Interchurch Medical Assistance. Inc,Kenya,Nyandarua,0,0,6,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
50,16-Nov-20,Bahai Dispensary,LJWFEcg7hmT,14012,AMPATHPlus,Kenya,Bungoma County,,2,5,3,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
51,16-Nov-20,Bahati Dispensary,Goa2gnvQpcf,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,5,3,17,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,16-Nov-20,Bahati District Hospital,WuLKOs2F6k2,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,2,1,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,16-Nov-20,Bahati Health Centre,quLqbA6u0sR,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,2,2,21,93,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,16-Nov-20,Bakarani Community Clinic,grJKVv4l0am,17719,APHIAPlus Pwani,Kenya,Mombasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,16-Nov-20,Bamba Medical Clinic,DDp9MWbn0nR,17719,APHIAPlus Pwani,Kenya,Kilifi,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,16-Nov-20,Bamba Sub-District Hospital,GeIpXX3iWQR,17719,APHIAPlus Pwani,Kenya,Kilifi,3,1,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,16-Nov-20,Bamboo Health Centre,LTOr1pNejds,17718,Interchurch Medical Assistance. Inc,Kenya,Nyandarua,0,0,6,3,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,
58,16-Nov-20,Bamburi Dispensary,sLtHcih6weU,17719,APHIAPlus Pwani,Kenya,Mombasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,16-Nov-20,Bamburi Medicare,qEKKmVK1i4P,17719,APHIAPlus Pwani,Kenya,Mombasa,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,16-Nov-20,Banja Health Centre,Asiu3Msretk,14012,AMPATHPlus,Kenya,Vihiga County,2,2,9,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
61,16-Nov-20,Baobab Clinic,RqJ0Ghw64Ag,17719,APHIAPlus Pwani,Kenya,Mombasa,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,16-Nov-20,Baolala Dispensary,JuxFMgC7ZcF,17719,APHIAPlus Pwani,Kenya,Kilifi,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,16-Nov-20,Baragoi Sub-District Hospital,DU2xmzRy1XM,18495,Afya Nyota Ya Bonde,Kenya,Samburu,2,2,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,16-Nov-20,Baragu Health Centre,tb2ANtsOua0,17718,Interchurch Medical Assistance. Inc,Kenya,Tharaka Nithi,0,0,6,3,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,
65,16-Nov-20,Baricho Dispensary,FTZ4cdD6jmr,17719,APHIAPlus Pwani,Kenya,Kilifi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,16-Nov-20,Barsaloi GK Dispensary,qAyhce3x6Hq,18495,Afya Nyota Ya Bonde,Kenya,Samburu,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,16-Nov-20,Barsheba Medical Clinic,LoDUYZ35bGe,17719,APHIAPlus Pwani,Kenya,Mombasa,0,0,12,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,16-Nov-20,Barsombe Dispensary,bR95hCnPIDU,14012,AMPATHPlus,Kenya,Uasin Gishu County,,,1,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
69,16-Nov-20,Barwessa HealthCentre,gtUQIME9Wtc,18495,Afya Nyota Ya Bonde,Kenya,Baringo,3,1,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,16-Nov-20,Beacon of Hope Clinic (Kajiado),o7MMvSioNJn,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,0,2,30,45,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,16-Nov-20,Bethsaida (AIC) Clinic (Nakuru),GFH7xCIC68Q,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,16-Nov-20,Biafra Lions Clinic,rKv3KeZaXLt,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,16-Nov-20,Bidii Health Centre,AbFl2G2sQPD,14012,AMPATHPlus,Kenya,Trans-Nzoia County,3,,13,4,0,,1,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,
74,16-Nov-20,Bikeke Health Centre,knQCXqV1T2E,14012,AMPATHPlus,Kenya,Trans-Nzoia County,2,,18,2,0,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
75,16-Nov-20,Biretwa health centre,vXv0uxOyzte,14012,AMPATHPlus,Kenya,Elgeyo-Marakwet County,,,10,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
76,16-Nov-20,Bisil Health Centre,QZwDp4lHXWp,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,2,5,67,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,16-Nov-20,Bituyu Dispensary,LmzDEHTbI2m,14012,AMPATHPlus,Kenya,Bungoma County,,,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,16-Nov-20,Bodaki Medical Clinic,d466UNY6p0G,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,16-Nov-20,Bofu Dispensary,EB2MW1O8lx0,17719,APHIAPlus Pwani,Kenya,Kwale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,16-Nov-20,Bogwendo Health Centre,QHkoc3lutwI,18494,Afya Ziwani,Kenya,Nyamira County,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,16-Nov-20,Bokole Dispensary (CDF),KOLG3hC7MTt,17719,APHIAPlus Pwani,Kenya,Mombasa,2,1,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,16-Nov-20,Bokoli Hospital,XmjO4q9aUM9,14012,AMPATHPlus,Kenya,Bungoma County,1,1,18,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
83,16-Nov-20,Bomani Dispensary,NIUuAMx7FSP,17719,APHIAPlus Pwani,Kenya,Kilifi,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,16-Nov-20,Bombi Dispensary,MfJPVxso9OD,17719,APHIAPlus Pwani,Kenya,Kilifi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,16-Nov-20,Bondeni Dispensary (Nakuru Central),n0JAr0wDyz1,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,26,14,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,16-Nov-20,Bondeni Health Centre (Trans Nzoia - Saboti),EdlxO5gs71j,14012,AMPATHPlus,Kenya,Trans-Nzoia County,,,27,12,,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
87,16-Nov-20,Bondeni Maternity,Zq3ds3fxdy9,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,38,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,16-Nov-20,Borabu Medical Clinic,nhBgbdWws9f,17719,APHIAPlus Pwani,Kenya,Mombasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,16-Nov-20,Bosiango Health Centre,hPtvTrJDZxh,18494,Afya Ziwani,Kenya,Nyamira County,1,0,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,16-Nov-20,Boyani Dispensary,oPAZX14Ue6U,14012,AMPATHPlus,Kenya,Vihiga County,,,8,7,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
91,16-Nov-20,Bridging Out-Patient,lHEwRGAF6dU,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,16-Nov-20,Brother andre Clinic,ciW7NMtMflo,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,10,20,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,16-Nov-20,Buburi Community Health Clinic,ZbpfxijngHi,14012,AMPATHPlus,Kenya,Busia County,0,0,15,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,
94,16-Nov-20,Buchangu Dispensary,zzwYBJxxTXx,14012,AMPATHPlus,Kenya,Kakamega County,,,6,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
95,16-Nov-20,Budonga Dispensary,yQgOQVJkqn6,14012,AMPATHPlus,Kenya,Kakamega County,,,18,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
96,16-Nov-20,Buduta Dispensary,SqSsbV4bSpD,14012,AMPATHPlus,Kenya,Busia County,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,
97,16-Nov-20,Bugamangi Dispensary,RX9uwgFpPEJ,14012,AMPATHPlus,Kenya,Vihiga County,,,14,5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
98,16-Nov-20,Bugina Health Centre,pQrWM9oY90N,14012,AMPATHPlus,Kenya,Vihiga County,1,,3,7,0,,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
99,16-Nov-20,Buguta Health Centre,VjQUSF0yBZz,17719,APHIAPlus Pwani,Kenya,Taita Taveta,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,16-Nov-20,Bujumba Dispensary,h48gbH8KT2V,14012,AMPATHPlus,Kenya,Busia County,,,6,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
101,16-Nov-20,Bukalama Dispensary,M4BqVk6KUjZ,14012,AMPATHPlus,Kenya,Busia County,,2,2,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
102,16-Nov-20,Bukaya Health Centre,nZE4CPWj6FM,14012,AMPATHPlus,Kenya,Kakamega County,,,16,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
103,16-Nov-20,Bukembe Dispensary,KB2SvXgUyqF,14012,AMPATHPlus,Kenya,Bungoma County,,,21,5,,,2,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,
104,16-Nov-20,Bukhalalire Dispensary,kfCzFb8tlwW,14012,AMPATHPlus,Kenya,Busia County,2,1,10,10,0,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
105,16-Nov-20,Bukura Health Centre,EwlTkDaI7gV,14012,AMPATHPlus,Kenya,Kakamega County,,2,8,7,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
106,16-Nov-20,Bulondo Dispensary,Y1zRINzIXio,14012,AMPATHPlus,Kenya,Bungoma County,,,10,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
107,16-Nov-20,Bumala A Health Centre,M60SMSo4OLr,14012,AMPATHPlus,Kenya,Busia County,1,3,34,12,0,0,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,
108,16-Nov-20,Bumala B Health Centre,CEMOxsrWE5I,14012,AMPATHPlus,Kenya,Busia County,1,1,25,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
109,16-Nov-20,Bumula Sub County Hospital,z52pEBVkfXY,14012,AMPATHPlus,Kenya,Bungoma County,,1,12,3,,0,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
110,16-Nov-20,Bumutiru Dispensary,naKEpwTPUs6,14012,AMPATHPlus,Kenya,Busia County,,,24,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
111,16-Nov-20,Bungasi Health Centre,b2WyhrQDYKL,14012,AMPATHPlus,Kenya,Kakamega County,,,18,5,,,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,
112,16-Nov-20,Bungoma County Referral Hospital,UooJgpSFOqa,14012,AMPATHPlus,Kenya,Bungoma County,,1,81,7,,1,5,2,,1,5,2,,,,,,,,,,,,,,,,,,,,,,
