index,date,orgunit,orgunituid,mech_code,partner,operatingunit,psnu,hts_tst.u15.f,hts_tst.u15.m,hts_tst.o15.f,hts_tst.o15.m,hts_tst_pos.u15.f,hts_tst_pos.u15.m,hts_tst_pos.o15.f,hts_tst_pos.o15.m,tx_new.u15.f,tx_new.u15.m,tx_new.o15.f,tx_new.o15.m,vmmc_circ.u15.m,vmmc_circ.o15.m,prep_new.u15.f,prep_new.u15.m,prep_new.o15.f,prep_new.o15.m,tx_curr.u15.f,tx_curr.u15.m,tx_curr.o15.f,tx_curr.o15.m,tx_mmd.u15.f.u3mo,tx_mmd.u15.m.u3mo,tx_mmd.o15.f.u3mo,tx_mmd.o15.m.u3mo,tx_mmd.u15.f.35mo,tx_mmd.u15.m.35mo,tx_mmd.o15.f.35mo,tx_mmd.o15.m.35mo,tx_mmd.u15.f.o6mo,tx_mmd.u15.m.o6mo,tx_mmd.o15.f.o6mo,tx_mmd.o15.m.o6mo
16,"October 12, 2020",Alale Health Centre,PicT9BT2EVv,14012,AMPATHPlus,Kenya,West Pokot County,,,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"October 12, 2020",Algadir Medical Clinic,KjxuN3y2zLL,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,3,1,14,17,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"October 12, 2020",Alupe Sub-District Hospital,YAAfNu5mPkN,14012,AMPATHPlus,Kenya,Busia County,2,3,2,3,0,0,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
19,"October 12, 2020",Amaase Health Centre,y970BRCblm2,14012,AMPATHPlus,Kenya,Busia County,1,,2,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"October 12, 2020",Amaiga Dispensary (Manga),I0XMM153kdB,18494,Afya Ziwani,Kenya,Nyamira County,0,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"October 12, 2020",Amakuriat Dispensary,f6pRoNrH31Q,14012,AMPATHPlus,Kenya,West Pokot County,,,5,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"October 12, 2020",Amani Medical Clinic (Kilifi),cDdCkjh4kS9,17719,APHIAPlus Pwani,Kenya,Kilifi,1,0,3,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"October 12, 2020",Amatierio Health Centre,O2e5aTSFGVQ,18494,Afya Ziwani,Kenya,Nyamira County,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"October 12, 2020",Amboseli Dispensary,W4iGC7KmjjQ,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"October 12, 2020",Among'ura  Dispensary,CAqv1omGcks,14012,AMPATHPlus,Kenya,Busia County,1,4,16,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"October 12, 2020",Amukura Health Centre,lPtKlICjPxX,14012,AMPATHPlus,Kenya,Busia County,,1,30,12,,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
27,"October 12, 2020",Amukura Mission Health Centre,t7QovwGLDdG,14012,AMPATHPlus,Kenya,Busia County,,,2,4,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"October 12, 2020",Amurt Likoni Clinic,OAgfQjIUTfY,17719,APHIAPlus Pwani,Kenya,Mombasa,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"October 12, 2020",Andersen Medical Centre,TddcNdoxqhp,14012,AMPATHPlus,Kenya,Trans-Nzoia County,5,,22,14,1,,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
30,"October 12, 2020",Angurai Health Centre,YEv8donVGqk,14012,AMPATHPlus,Kenya,Busia County,,1,13,10,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"October 12, 2020",Annex Hospital (Nakuru),HB8bMpxgcD7,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,19,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"October 12, 2020",Apokor Dispensary,sbFUP805zWE,14012,AMPATHPlus,Kenya,Busia County,,,9,1,,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
33,"October 12, 2020",Aposta Dispensary,SyduIyTRlRy,14012,AMPATHPlus,Kenya,Turkana County,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"October 12, 2020",Approved Dispensary,A3IpxcyxV9h,14012,AMPATHPlus,Kenya,Kakamega County,,,11,5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"October 12, 2020",Archers Post Health Centre,LPm2vlZmCFh,18495,Afya Nyota Ya Bonde,Kenya,Samburu,0,0,9,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"October 12, 2020",Arror Health Centre,MMwJQFmcWq7,14012,AMPATHPlus,Kenya,Elgeyo-Marakwet County,,,3,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"October 12, 2020",ASN Upendo Village Dispensary,ldQsaXHm9nH,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"October 12, 2020",Assumption Sisters Dispensary,EY55JylX4SC,14012,AMPATHPlus,Kenya,Elgeyo-Marakwet County,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"October 12, 2020",Bahai Dispensary,LJWFEcg7hmT,14012,AMPATHPlus,Kenya,Bungoma County,,1,6,2,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"October 12, 2020",Bahati Dispensary,Goa2gnvQpcf,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,2,0,19,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"October 12, 2020",Bahati District Hospital,WuLKOs2F6k2,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,2,2,40,23,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"October 12, 2020",Bamba Medical Clinic,DDp9MWbn0nR,17719,APHIAPlus Pwani,Kenya,Kilifi,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"October 12, 2020",Bamba Sub-District Hospital,GeIpXX3iWQR,17719,APHIAPlus Pwani,Kenya,Kilifi,4,0,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"October 12, 2020",Bamburi Dispensary,bAJeNczKrt7,17719,APHIAPlus Pwani,Kenya,Mombasa,2,0,70,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"October 12, 2020",Banita dispensary,l0O9fMiWFWP,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"October 12, 2020",Banja Health Centre,Asiu3Msretk,14012,AMPATHPlus,Kenya,Vihiga County,,,10,10,,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
47,"October 12, 2020",Baolala Dispensary,JuxFMgC7ZcF,17719,APHIAPlus Pwani,Kenya,Kilifi,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"October 12, 2020",Baragoi Sub-District Hospital,DU2xmzRy1XM,18495,Afya Nyota Ya Bonde,Kenya,Samburu,8,2,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"October 12, 2020",Baraka Medical Clinic (Trans Nzoia East),MbMHtb4LFlu,14012,AMPATHPlus,Kenya,Trans-Nzoia County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
50,"October 12, 2020",Baricho Dispensary,FTZ4cdD6jmr,17719,APHIAPlus Pwani,Kenya,Kilifi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"October 12, 2020",Barsombe Dispensary,bR95hCnPIDU,14012,AMPATHPlus,Kenya,Uasin Gishu County,,,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"October 12, 2020",Barwessa HealthCentre,gtUQIME9Wtc,18495,Afya Nyota Ya Bonde,Kenya,Baringo,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"October 12, 2020",Beacon of Hope Clinic (Kajiado),o7MMvSioNJn,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,0,0,44,40,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"October 12, 2020",Benmac Clinic,GVJXZMApfV3,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,26,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"October 12, 2020",Benon Dispensary,ZYvQI4NG0oU,14012,AMPATHPlus,Kenya,Trans-Nzoia County,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"October 12, 2020",Bethsaida (AIC) Clinic (Nakuru),GFH7xCIC68Q,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"October 12, 2020",Bidii Health Centre,AbFl2G2sQPD,14012,AMPATHPlus,Kenya,Trans-Nzoia County,1,,9,6,0,,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,
58,"October 12, 2020",Bikeke Health Centre,knQCXqV1T2E,14012,AMPATHPlus,Kenya,Trans-Nzoia County,,,16,4,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
59,"October 12, 2020",Biretwa Model Heath Center,vXv0uxOyzte,14012,AMPATHPlus,Kenya,Elgeyo-Marakwet County,1,,11,2,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"October 12, 2020",Bisil Health Centre,QZwDp4lHXWp,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,2,0,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"October 12, 2020",Bituyu Dispensary,LmzDEHTbI2m,14012,AMPATHPlus,Kenya,Bungoma County,,,3,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"October 12, 2020",Bofu Dispensary,EB2MW1O8lx0,17719,APHIAPlus Pwani,Kenya,Kwale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"October 12, 2020",Bogwendo Health Centre,QHkoc3lutwI,18494,Afya Ziwani,Kenya,Nyamira County,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"October 12, 2020",Bokole Dispensary (CDF),KOLG3hC7MTt,17719,APHIAPlus Pwani,Kenya,Mombasa,2,4,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"October 12, 2020",Bokoli Base Clinic,WN9Ys0h43os,14012,AMPATHPlus,Kenya,Bungoma County,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"October 12, 2020",Bokoli Hospital,XmjO4q9aUM9,14012,AMPATHPlus,Kenya,Bungoma County,,,18,5,,,2,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,
67,"October 12, 2020",Bomani Dispensary,NIUuAMx7FSP,17719,APHIAPlus Pwani,Kenya,Kilifi,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"October 12, 2020",Bombi Dispensary,MfJPVxso9OD,17719,APHIAPlus Pwani,Kenya,Kilifi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"October 12, 2020",Bondeni Dispensary (Nakuru Central),n0JAr0wDyz1,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,1,16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"October 12, 2020",Bondeni Dispensary (Trans Nzoia West),EdlxO5gs71j,14012,AMPATHPlus,Kenya,Trans-Nzoia County,,1,19,5,,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
71,"October 12, 2020",Bondeni Maternity,Zq3ds3fxdy9,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,2,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"October 12, 2020",Bosiango Health Centre,hPtvTrJDZxh,18494,Afya Ziwani,Kenya,Nyamira County,0,0,13,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"October 12, 2020",Boyani Dispensary,oPAZX14Ue6U,14012,AMPATHPlus,Kenya,Vihiga County,,,10,6,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"October 12, 2020",Buburi Community Clinic,ZbpfxijngHi,14012,AMPATHPlus,Kenya,Busia County,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
75,"October 12, 2020",Buchangu Dispensary,zzwYBJxxTXx,14012,AMPATHPlus,Kenya,Kakamega County,,,6,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"October 12, 2020",Budalangi Dispensary,ktQ7e4F9wxF,14012,AMPATHPlus,Kenya,Busia County,,,14,3,,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
77,"October 12, 2020",Budonga Dispensary,yQgOQVJkqn6,14012,AMPATHPlus,Kenya,Kakamega County,,,15,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"October 12, 2020",Buduta Dispensary,SqSsbV4bSpD,14012,AMPATHPlus,Kenya,Busia County,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
79,"October 12, 2020",Bugamangi Dispensary,RX9uwgFpPEJ,14012,AMPATHPlus,Kenya,Vihiga County,2,1,11,4,0,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
80,"October 12, 2020",Bugina Health Centre,pQrWM9oY90N,14012,AMPATHPlus,Kenya,Vihiga County,2,1,1,3,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"October 12, 2020",Buguta Health Centre,VjQUSF0yBZz,17719,APHIAPlus Pwani,Kenya,Taita Taveta,0,0,8,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"October 12, 2020",Bujumba Dispensary,h48gbH8KT2V,14012,AMPATHPlus,Kenya,Busia County,,,4,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"October 12, 2020",Bukalama Dispensary,M4BqVk6KUjZ,14012,AMPATHPlus,Kenya,Busia County,,,3,4,,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
84,"October 12, 2020",Bukaya Health Centre,nZE4CPWj6FM,14012,AMPATHPlus,Kenya,Kakamega County,,,14,5,,,0,2,,,,2,,,,,,,,,,,,,,,,,,,,,,
85,"October 12, 2020",Bukembe Dispensary,KB2SvXgUyqF,14012,AMPATHPlus,Kenya,Bungoma County,,,22,5,,,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,
86,"October 12, 2020",Bukhalalire Dispensary,kfCzFb8tlwW,14012,AMPATHPlus,Kenya,Busia County,,,4,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"October 12, 2020",Bukura Health Centre,EwlTkDaI7gV,14012,AMPATHPlus,Kenya,Kakamega County,1,,18,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"October 12, 2020",Bulondo Dispensary,Y1zRINzIXio,14012,AMPATHPlus,Kenya,Bungoma County,,,21,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
89,"October 12, 2020",Bulwani Dispensary,KY5fmF7kkuV,14012,AMPATHPlus,Kenya,Busia County,,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"October 12, 2020",Bumala A Health Centre,M60SMSo4OLr,14012,AMPATHPlus,Kenya,Busia County,1,3,29,12,0,0,1,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,
91,"October 12, 2020",Bumala B Health Centre,CEMOxsrWE5I,14012,AMPATHPlus,Kenya,Busia County,,2,17,4,,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
92,"October 12, 2020",Bumula  Subcounty Hospital,z52pEBVkfXY,14012,AMPATHPlus,Kenya,Bungoma County,1,,27,3,0,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
93,"October 12, 2020",Bumutiru Dispensary,naKEpwTPUs6,14012,AMPATHPlus,Kenya,Busia County,,,6,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"October 12, 2020",Bungasi Health Centre,b2WyhrQDYKL,14012,AMPATHPlus,Kenya,Kakamega County,2,3,14,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"October 12, 2020",Bungoma County Referral Hospital,UooJgpSFOqa,14012,AMPATHPlus,Kenya,Bungoma County,1,1,74,16,0,0,6,3,,,6,3,,,,,,,,,,,,,,,,,,,,,,
96,"October 12, 2020",Bura Dispensary Taita,YF2L1bQzzp8,17719,APHIAPlus Pwani,Kenya,Taita Taveta,1,2,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"October 12, 2020",Burinda Dispensary,EBUpTsxhvK9,14012,AMPATHPlus,Kenya,Busia County,,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"October 12, 2020",Burnt Forest Rhdc (Eldoret East),D1TlavlC4mB,14012,AMPATHPlus,Kenya,Uasin Gishu County,1,,23,5,0,,4,0,,1,3,1,,,,,,,,,,,,,,,,,,,,,,
99,"October 12, 2020",Busembe Dispensary,oegFn5RMeYO,14012,AMPATHPlus,Kenya,Busia County,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
100,"October 12, 2020",Bushiri Health Centre,wDbE4GZnZsg,14012,AMPATHPlus,Kenya,Kakamega County,,,52,7,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"October 12, 2020",Busia District Hospital,dtwpYmhFy33,14012,AMPATHPlus,Kenya,Busia County,5,,103,46,0,,3,3,,,3,3,,,,,,,,,,,,,,,,,,,,,,
102,"October 12, 2020",Busibwabo Dispensary,R4Ve9Lt6L9C,14012,AMPATHPlus,Kenya,Busia County,1,2,8,7,0,0,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
103,"October 12, 2020",Butere County Hospital,PYcrkJgyaPr,14012,AMPATHPlus,Kenya,Kakamega County,,,12,4,,,3,0,,,3,,,,,,,,,,,,,,,,,,,,,,,
104,"October 12, 2020",Butonge Dispensary,vzeEw4RPqb4,14012,AMPATHPlus,Kenya,Bungoma County,,,3,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"October 12, 2020",Butula Mission Health Centre,Qocyv35m0Nf,14012,AMPATHPlus,Kenya,Busia County,2,,8,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"October 12, 2020",Bwagamoyo Dispensary,Agtf2oFILAc,17719,APHIAPlus Pwani,Kenya,Kilifi,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"October 12, 2020",Bwaliro Dispensary,whynSNm87YA,14012,AMPATHPlus,Kenya,Busia County,,,9,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"October 12, 2020",Bwayi Dispensary,BkpxIK4Q1b4,14012,AMPATHPlus,Kenya,Trans-Nzoia County,,,10,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"October 12, 2020",Bwiti (Tiomin) Dispensary,gXNAjJUCZWX,17719,APHIAPlus Pwani,Kenya,Kwale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"October 12, 2020",Califonia Medical Clinic,SlzZlX0qlHz,17719,APHIAPlus Pwani,Kenya,Mombasa,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"October 12, 2020",Catholic Hospital Wamba,pwdnqXR6SwV,18495,Afya Nyota Ya Bonde,Kenya,Samburu,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"October 12, 2020",Cedar Associate Clinic,EihyELfXIWr,14012,AMPATHPlus,Kenya,Uasin Gishu County,,,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"October 12, 2020",Chaani (MCM) Dispensary,KO4iRpuVsRW,17719,APHIAPlus Pwani,Kenya,Mombasa,0,0,47,6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"October 12, 2020",Chagaiya Dispensary,KF8NBk980JI,14012,AMPATHPlus,Kenya,Uasin Gishu County,,,9,6,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"October 12, 2020",Chakama Dispensary,nBUAoh8nHez,17719,APHIAPlus Pwani,Kenya,Kilifi,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"October 12, 2020",Challa Dispensary,DjRJZv149Wu,17719,APHIAPlus Pwani,Kenya,Taita Taveta,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
