date,orgunit,orgunituid,mech_code,partner,operatingunit,psnu,hts_tst.u15.f,hts_tst.u15.m,hts_tst.o15.f,hts_tst.o15.m,hts_tst_pos.u15.f,hts_tst_pos.u15.m,hts_tst_pos.o15.f,hts_tst_pos.o15.m,tx_new.u15.f,tx_new.u15.m,tx_new.o15.f,tx_new.o15.m,vmmc_circ.u15.m,vmmc_circ.o15.m,prep_new.u15.f,prep_new.u15.m,prep_new.o15.f,prep_new.o15.m,tx_curr.u15.f,tx_curr.u15.m,tx_curr.o15.f,tx_curr.o15.m,tx_mmd.u15.f.u3mo,tx_mmd.u15.m.u3mo,tx_mmd.o15.f.u3mo,tx_mmd.o15.m.u3mo,tx_mmd.u15.f.35mo,tx_mmd.u15.m.35mo,tx_mmd.o15.f.35mo,tx_mmd.o15.m.35mo,tx_mmd.u15.f.o6mo,tx_mmd.u15.m.o6mo,tx_mmd.o15.f.o6mo,tx_mmd.o15.m.o6mo
12/28/20,Ekitale Dispensary,tu4s1UAwayi,14012,AMPATHPlus,Kenya,Bungoma County,,,0,,,,0,,,,,,,,,,,,5,7,71,15,5,7,50,11,0,0,19,4,0,0,0,0
12/7/20,Elgon View Medical Cottage,XZnvIXKZQ9r,14012,AMPATHPlus,Kenya,Bungoma County,,1,4,4,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Elgon View Medical Cottage,XZnvIXKZQ9r,14012,AMPATHPlus,Kenya,Bungoma County,,,6,4,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Elgon View Medical Cottage,XZnvIXKZQ9r,14012,AMPATHPlus,Kenya,Bungoma County,1,,4,6,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Elgon View Medical Cottage,XZnvIXKZQ9r,14012,AMPATHPlus,Kenya,Bungoma County,,,1,1,,,0,0,,,,,,,,,,,0,0,97,44,0,0,61,22,0,0,36,22,0,0,0,0
12/7/20,Elite Medical Clinic (Bungoma East),wSgCbHS4kTE,14012,AMPATHPlus,Kenya,Bungoma County,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Elite Medical Clinic (Bungoma East),wSgCbHS4kTE,14012,AMPATHPlus,Kenya,Bungoma County,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Elite Medical Clinic (Bungoma East),wSgCbHS4kTE,14012,AMPATHPlus,Kenya,Bungoma County,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Elite Medical Clinic (Bungoma East),wSgCbHS4kTE,14012,AMPATHPlus,Kenya,Bungoma County,,1,3,4,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/20,Emmanuel Medical Clinic (Bungoma East),Npscdy7jWR0,14012,AMPATHPlus,Kenya,Bungoma County,,,3,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Emmanuel Medical Clinic (Bungoma East),Npscdy7jWR0,14012,AMPATHPlus,Kenya,Bungoma County,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Emmanuel Medical Clinic (Bungoma East),Npscdy7jWR0,14012,AMPATHPlus,Kenya,Bungoma County,,,3,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Emmanuel Medical Clinic (Bungoma East),Npscdy7jWR0,14012,AMPATHPlus,Kenya,Bungoma County,,,6,1,,,0,0,,,,,,,,,,,1,3,25,9,1,3,17,6,0,0,8,3,0,0,0,0
12/7/20,ICFM Dreamland MISSION Hospital,aTAAPAQGkZv,14012,AMPATHPlus,Kenya,Bungoma County,,,6,3,,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,ICFM Dreamland MISSION Hospital,aTAAPAQGkZv,14012,AMPATHPlus,Kenya,Bungoma County,,,11,2,,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,ICFM Dreamland MISSION Hospital,aTAAPAQGkZv,14012,AMPATHPlus,Kenya,Bungoma County,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,ICFM Dreamland MISSION Hospital,aTAAPAQGkZv,14012,AMPATHPlus,Kenya,Bungoma County,,,14,1,,,0,0,,,,,,,,,,,4,3,93,50,4,3,26,12,0,0,71,34,0,0,0,0
12/7/20,Kaborom Dispensary,b5g5NWTr0ra,14012,AMPATHPlus,Kenya,Bungoma County,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Kaborom Dispensary,b5g5NWTr0ra,14012,AMPATHPlus,Kenya,Bungoma County,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Kaborom Dispensary,b5g5NWTr0ra,14012,AMPATHPlus,Kenya,Bungoma County,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Kaborom Dispensary,b5g5NWTr0ra,14012,AMPATHPlus,Kenya,Bungoma County,,,2,1,,,0,0,,,,,,,,,,,2,0,38,17,2,0,12,5,0,0,26,12,0,0,0,0
12/7/20,Kaboywo Dispensary,pCKdctm1g93,14012,AMPATHPlus,Kenya,Bungoma County,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Kaboywo Dispensary,pCKdctm1g93,14012,AMPATHPlus,Kenya,Bungoma County,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Kaboywo Dispensary,pCKdctm1g93,14012,AMPATHPlus,Kenya,Bungoma County,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Kaboywo Dispensary,pCKdctm1g93,14012,AMPATHPlus,Kenya,Bungoma County,,,2,1,,,0,0,,,,,,,,,,,2,2,21,8,2,2,21,8,0,0,0,0,0,0,0,0
12/7/20,Kabuchai Health Centre,JtGMSyjptFp,14012,AMPATHPlus,Kenya,Bungoma County,,,5,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Kabuchai Health Centre,JtGMSyjptFp,14012,AMPATHPlus,Kenya,Bungoma County,,1,12,25,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Kabuchai Health Centre,JtGMSyjptFp,14012,AMPATHPlus,Kenya,Bungoma County,,,1,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Kabuchai Health Centre,JtGMSyjptFp,14012,AMPATHPlus,Kenya,Bungoma County,,,2,1,,,0,0,,,,,,,,,,,7,6,170,68,7,6,65,22,0,0,105,46,0,0,0,0
12/7/20,Kabula Health Centre,Q14wNp3gAl7,14012,AMPATHPlus,Kenya,Bungoma County,1,,2,,0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Kabula Health Centre,Q14wNp3gAl7,14012,AMPATHPlus,Kenya,Bungoma County,1,1,,2,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Kabula Health Centre,Q14wNp3gAl7,14012,AMPATHPlus,Kenya,Bungoma County,1,3,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Kabula Health Centre,Q14wNp3gAl7,14012,AMPATHPlus,Kenya,Bungoma County,,,1,3,,,0,1,,,,1,,,,,,,13,10,279,84,13,10,108,30,0,0,171,53,0,0,0,0
12/7/20,Kamukuywa (ACK) Dispensary,K5jWEKrSBFj,14012,AMPATHPlus,Kenya,Bungoma County,,,5,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Kamukuywa (ACK) Dispensary,K5jWEKrSBFj,14012,AMPATHPlus,Kenya,Bungoma County,,,12,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Kamukuywa (ACK) Dispensary,K5jWEKrSBFj,14012,AMPATHPlus,Kenya,Bungoma County,,,5,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Kamukuywa (ACK) Dispensary,K5jWEKrSBFj,14012,AMPATHPlus,Kenya,Bungoma County,,,3,1,,,0,0,,,,,,,,,,,8,7,69,11,5,1,39,8,1,4,29,8,0,0,0,0
12/7/20,Kamukuywa Dispensary,RoAE3VuiYL1,14012,AMPATHPlus,Kenya,Bungoma County,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Kamukuywa Dispensary,RoAE3VuiYL1,14012,AMPATHPlus,Kenya,Bungoma County,,,1,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Kamukuywa Dispensary,RoAE3VuiYL1,14012,AMPATHPlus,Kenya,Bungoma County,,,1,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Kamukuywa Dispensary,RoAE3VuiYL1,14012,AMPATHPlus,Kenya,Bungoma County,,,,1,,,,0,,,,,,,,,,,5,10,122,40,5,9,83,25,0,1,40,14,0,0,0,0
12/7/20,Kamuneru Dispensary,Yp3BnYNLvZj,14012,AMPATHPlus,Kenya,Bungoma County,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Kamuneru Dispensary,Yp3BnYNLvZj,14012,AMPATHPlus,Kenya,Bungoma County,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Kamuneru Dispensary,Yp3BnYNLvZj,14012,AMPATHPlus,Kenya,Bungoma County,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Kamuneru Dispensary,Yp3BnYNLvZj,14012,AMPATHPlus,Kenya,Bungoma County,,,0,0,,,0,0,,,,,,,,,,,3,3,26,7,3,3,19,5,0,0,7,2,0,0,0,0
12/7/20,Kanganga Dispensary,ybsYnHonB87,14012,AMPATHPlus,Kenya,Bungoma County,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Kanganga Dispensary,ybsYnHonB87,14012,AMPATHPlus,Kenya,Bungoma County,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Kanganga Dispensary,ybsYnHonB87,14012,AMPATHPlus,Kenya,Bungoma County,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Kanganga Dispensary,ybsYnHonB87,14012,AMPATHPlus,Kenya,Bungoma County,,,0,1,,,0,0,,,,,,,,,,,3,2,36,10,3,2,23,8,0,0,13,2,0,0,0,0
12/7/20,Kapkateny Dispensary,Qp4WaDd09Xa,14012,AMPATHPlus,Kenya,Bungoma County,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Kapkateny Dispensary,Qp4WaDd09Xa,14012,AMPATHPlus,Kenya,Bungoma County,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Kapkateny Dispensary,Qp4WaDd09Xa,14012,AMPATHPlus,Kenya,Bungoma County,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Kapkateny Dispensary,Qp4WaDd09Xa,14012,AMPATHPlus,Kenya,Bungoma County,,,1,0,,,0,0,,,,,,,,,,,4,2,32,14,4,2,25,10,0,0,7,4,0,0,0,0
12/7/20,Kaptama Health Centre,obyEts24y95,14012,AMPATHPlus,Kenya,Bungoma County,,2,5,2,,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Kaptama Health Centre,obyEts24y95,14012,AMPATHPlus,Kenya,Bungoma County,,,1,1,,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Kaptama Health Centre,obyEts24y95,14012,AMPATHPlus,Kenya,Bungoma County,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Kaptama Health Centre,obyEts24y95,14012,AMPATHPlus,Kenya,Bungoma County,,,0,,,,0,,,,,,,,,,,,6,9,130,51,4,6,39,25,2,3,91,26,0,0,0,0
12/7/20,Kaptanai Dispensary,fMO8Zdwefcq,14012,AMPATHPlus,Kenya,Bungoma County,,,5,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Kaptanai Dispensary,fMO8Zdwefcq,14012,AMPATHPlus,Kenya,Bungoma County,,,6,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Kaptanai Dispensary,fMO8Zdwefcq,14012,AMPATHPlus,Kenya,Bungoma County,,,4,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Kaptanai Dispensary,fMO8Zdwefcq,14012,AMPATHPlus,Kenya,Bungoma County,,,4,,,,0,,,,,,,,,,,,2,2,50,13,2,2,29,3,0,0,21,10,0,0,0,0
12/7/20,Karima Dispensary (Bungoma),vxMg7ul5KmG,14012,AMPATHPlus,Kenya,Bungoma County,2,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Karima Dispensary (Bungoma),vxMg7ul5KmG,14012,AMPATHPlus,Kenya,Bungoma County,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Karima Dispensary (Bungoma),vxMg7ul5KmG,14012,AMPATHPlus,Kenya,Bungoma County,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Karima Dispensary (Bungoma),vxMg7ul5KmG,14012,AMPATHPlus,Kenya,Bungoma County,,,0,0,,,0,0,,,,,,,,,,,6,5,105,33,4,4,46,24,2,1,57,7,0,0,0,0
12/7/20,Kayaya Dispensary,BcfQgFBndlC,14012,AMPATHPlus,Kenya,Bungoma County,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Kayaya Dispensary,BcfQgFBndlC,14012,AMPATHPlus,Kenya,Bungoma County,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Kayaya Dispensary,BcfQgFBndlC,14012,AMPATHPlus,Kenya,Bungoma County,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Kayaya Dispensary,BcfQgFBndlC,14012,AMPATHPlus,Kenya,Bungoma County,,,1,,,,0,,,,,,,,,,,,0,2,15,2,0,2,6,2,0,0,7,2,0,0,0,0
12/7/20,Khalaba Medical Services,nh4odvyNWCs,14012,AMPATHPlus,Kenya,Bungoma County,,,4,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Khalaba Medical Services,nh4odvyNWCs,14012,AMPATHPlus,Kenya,Bungoma County,,,3,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Khalaba Medical Services,nh4odvyNWCs,14012,AMPATHPlus,Kenya,Bungoma County,,,3,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Khalaba Medical Services,nh4odvyNWCs,14012,AMPATHPlus,Kenya,Bungoma County,,,2,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/20,Khalala Dispensary,bQJMFLnPMTW,14012,AMPATHPlus,Kenya,Bungoma County,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Khalala Dispensary,bQJMFLnPMTW,14012,AMPATHPlus,Kenya,Bungoma County,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Khalala Dispensary,bQJMFLnPMTW,14012,AMPATHPlus,Kenya,Bungoma County,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Khalala Dispensary,bQJMFLnPMTW,14012,AMPATHPlus,Kenya,Bungoma County,,,0,,,,0,,,,,,,,,,,,2,6,27,5,2,6,19,4,0,0,8,1,0,0,0,0
12/7/20,Khalumuli Dispensary,WbyTcnrFutl,14012,AMPATHPlus,Kenya,Bungoma County,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,Khalumuli Dispensary,WbyTcnrFutl,14012,AMPATHPlus,Kenya,Bungoma County,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,Khalumuli Dispensary,WbyTcnrFutl,14012,AMPATHPlus,Kenya,Bungoma County,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,Khalumuli Dispensary,WbyTcnrFutl,14012,AMPATHPlus,Kenya,Bungoma County,,,0,,,,0,,,,,,,,,,,,0,0,20,2,0,0,17,2,0,0,3,0,0,0,0,0
12/7/20,khamulati medical centre,xu7b0rMN0T6,14012,AMPATHPlus,Kenya,Bungoma County,,,1,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/20,khamulati medical centre,xu7b0rMN0T6,14012,AMPATHPlus,Kenya,Bungoma County,,,2,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/20,khamulati medical centre,xu7b0rMN0T6,14012,AMPATHPlus,Kenya,Bungoma County,,,3,4,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/20,khamulati medical centre,xu7b0rMN0T6,14012,AMPATHPlus,Kenya,Bungoma County,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
