index,date,orgunit,orgunituid,mech_code,partner,operatingunit,psnu,hts_tst.u15.f,hts_tst.u15.m,hts_tst.o15.f,hts_tst.o15.m,hts_tst_pos.u15.f,hts_tst_pos.u15.m,hts_tst_pos.o15.f,hts_tst_pos.o15.m,tx_new.u15.f,tx_new.u15.m,tx_new.o15.f,tx_new.o15.m,vmmc_circ.u15.m,vmmc_circ.o15.m,prep_new.u15.f,prep_new.u15.m,prep_new.o15.f,prep_new.o15.m,tx_curr.u15.f,tx_curr.u15.m,tx_curr.o15.f,tx_curr.o15.m,tx_mmd.u15.f.u3mo,tx_mmd.u15.m.u3mo,tx_mmd.o15.f.u3mo,tx_mmd.o15.m.u3mo,tx_mmd.u15.f.35mo,tx_mmd.u15.m.35mo,tx_mmd.o15.f.35mo,tx_mmd.o15.m.35mo,tx_mmd.u15.f.o6mo,tx_mmd.u15.m.o6mo,tx_mmd.o15.f.o6mo,tx_mmd.o15.m.o6mo
11,2/1/2021,Agha Khan Hospital,y5vFQamRzsh,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2/1/2021,Ahmadiya Hospital,zK5jhRlWfuF,14012,AMPATHPlus,Kenya,Kakamega County,,,14,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2/1/2021,AIC Biribiriet Dispensary,gyY8uDEGB4j,14012,AMPATHPlus,Kenya,Trans-Nzoia County,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2/1/2021,AIC Malanga,Yjece7dQOix,17719,APHIAPlus Pwani,Kenya,Kilifi,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2/1/2021,Ainabkoi (RCEA) Health Centre,puC1BTI46Yu,14012,AMPATHPlus,Kenya,Uasin Gishu County,,,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2/1/2021,Airport Dispensary (Kisumu),UBIvrvRnKrO,18494,Afya Ziwani,Kenya,Kisumu County,0,0,8,6,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2/1/2021,Akachiu Health Centre,YGtY9QtkwrW,17718,Interchurch Medical Assistance. Inc,Kenya,Meru,0,2,5,3,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
18,2/1/2021,Akemo Medical Clinic,aNtThTaTYQp,17719,APHIAPlus Pwani,Kenya,Mombasa,,,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2/1/2021,Akichelesit Dispensary,jENzK3UPZdA,14012,AMPATHPlus,Kenya,Busia County,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2/1/2021,Al-Firdaus Health Care,YWRNMV8zs7l,17719,APHIAPlus Pwani,Kenya,Mombasa,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2/1/2021,Al Farooq Hospital,qMSgijNdXdA,17719,APHIAPlus Pwani,Kenya,Mombasa,,,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2/1/2021,Alale (AIC) Health Centre,IWHB63WvHEE,14012,AMPATHPlus,Kenya,West Pokot County,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2/1/2021,Alale Health Centre,PicT9BT2EVv,14012,AMPATHPlus,Kenya,West Pokot County,,1,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2/1/2021,Algadir Medical Clinic,KjxuN3y2zLL,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,5,30,17,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2/1/2021,Alphima Medical Clinic,vIEUICFg2ax,14012,AMPATHPlus,Kenya,Uasin Gishu County,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2/1/2021,Alupe Sub County Referral Hospital,YAAfNu5mPkN,14012,AMPATHPlus,Kenya,Busia County,1,4,6,11,,,,1,,,,1,,,,,1,1,,,,,,,,,,,,,,,,
27,2/1/2021,Amaase Dispensary,y970BRCblm2,14012,AMPATHPlus,Kenya,Busia County,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2/1/2021,Amaiga Dispensary (Manga),I0XMM153kdB,18494,Afya Ziwani,Kenya,Nyamira County,0,0,14,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2/1/2021,Amakuriat Dispensary,f6pRoNrH31Q,14012,AMPATHPlus,Kenya,West Pokot County,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2/1/2021,Amani Medical Clinic (Kilifi),cDdCkjh4kS9,17719,APHIAPlus Pwani,Kenya,Kilifi,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
31,2/1/2021,Amatierio Health Centre,O2e5aTSFGVQ,18494,Afya Ziwani,Kenya,Nyamira County,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2/1/2021,Amboseli Dispensary,W4iGC7KmjjQ,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2/1/2021,Among'ura Community Dispensary,CAqv1omGcks,14012,AMPATHPlus,Kenya,Busia County,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
34,2/1/2021,Amugaa Health Centre,U1CwLZE4Sya,17718,Interchurch Medical Assistance. Inc,Kenya,Meru,0,1,2,4,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
35,2/1/2021,Amukura Health Centre,lPtKlICjPxX,14012,AMPATHPlus,Kenya,Busia County,,1,14,10,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,
36,2/1/2021,Amukura Mission Health Centre,t7QovwGLDdG,14012,AMPATHPlus,Kenya,Busia County,1,,40,12,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,
37,2/1/2021,Amurt Health Center,RoUGFV1IJx9,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,6,5,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2/1/2021,Amurt Likoni Clinic,OAgfQjIUTfY,17719,APHIAPlus Pwani,Kenya,Mombasa,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2/1/2021,Andersen Medical Centre,TddcNdoxqhp,14012,AMPATHPlus,Kenya,Trans-Nzoia County,22,23,63,13,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
40,2/1/2021,Angurai Health Centre,YEv8donVGqk,14012,AMPATHPlus,Kenya,Busia County,,4,5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2/1/2021,Annex Hospital (Nakuru),HB8bMpxgcD7,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2/1/2021,AP Line Dispensary,pXZta4blytq,14012,AMPATHPlus,Kenya,Kakamega County,3,2,49,8,,,2,1,,,,1,,0,,,0,0,,,,,,,,,,,,,,,,
43,2/1/2021,Apokor Dispensary,sbFUP805zWE,14012,AMPATHPlus,Kenya,Busia County,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2/1/2021,Aposta Dispensary,SyduIyTRlRy,14012,AMPATHPlus,Kenya,Turkana County,0,0,0,0,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,
45,2/1/2021,Approved Dispensary,A3IpxcyxV9h,14012,AMPATHPlus,Kenya,Kakamega County,,1,8,2,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
46,2/1/2021,Archers Post Health Centre,LPm2vlZmCFh,18495,Afya Nyota Ya Bonde,Kenya,Samburu,2,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2/1/2021,Arror Health Centre,MMwJQFmcWq7,14012,AMPATHPlus,Kenya,Elgeyo-Marakwet County,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2/1/2021,ASN Upendo Village Dispensary,ldQsaXHm9nH,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2/1/2021,Assumption Sisters Dispensary,EY55JylX4SC,14012,AMPATHPlus,Kenya,Elgeyo-Marakwet County,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2/1/2021,Avenue hospital,WOUNJncTTOy,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2/1/2021,Baari Health Centre,mJzeKiO6YML,17718,Interchurch Medical Assistance. Inc,Kenya,Nyandarua,0,0,34,11,0,0,1,0,0,0,1,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
52,2/1/2021,Bahai Dispensary,LJWFEcg7hmT,14012,AMPATHPlus,Kenya,Bungoma County,1,,6,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2/1/2021,Bahati Dispensary,Goa2gnvQpcf,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,2,0,44,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2/1/2021,Bahati District Hospital,WuLKOs2F6k2,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,4,3,45,27,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2/1/2021,Bahati Health Centre,quLqbA6u0sR,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,1,2,31,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2/1/2021,Bakarani Community Clinic,grJKVv4l0am,17719,APHIAPlus Pwani,Kenya,Mombasa,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2/1/2021,Bamba Medical Clinic,DDp9MWbn0nR,17719,APHIAPlus Pwani,Kenya,Kilifi,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2/1/2021,Bamba Sub-District Hospital,GeIpXX3iWQR,17719,APHIAPlus Pwani,Kenya,Kilifi,,2,16,2,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
59,2/1/2021,Bamboo Health Centre,LTOr1pNejds,17718,Interchurch Medical Assistance. Inc,Kenya,Nyandarua,1,1,54,15,0,0,1,0,0,0,1,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
60,2/1/2021,Bamburi Dispensary,sLtHcih6weU,17719,APHIAPlus Pwani,Kenya,Mombasa,3,3,58,9,0,0,3,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,
61,2/1/2021,Bamburi Medicare,qEKKmVK1i4P,17719,APHIAPlus Pwani,Kenya,Mombasa,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2/1/2021,Banja Health Centre,Asiu3Msretk,14012,AMPATHPlus,Kenya,Vihiga County,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2/1/2021,Baobab Clinic,RqJ0Ghw64Ag,17719,APHIAPlus Pwani,Kenya,Mombasa,,,6,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2/1/2021,Baolala Dispensary,JuxFMgC7ZcF,17719,APHIAPlus Pwani,Kenya,Kilifi,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2/1/2021,Baragoi Sub-District Hospital,DU2xmzRy1XM,18495,Afya Nyota Ya Bonde,Kenya,Samburu,10,5,41,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2/1/2021,Baragu Health Centre,tb2ANtsOua0,17718,Interchurch Medical Assistance. Inc,Kenya,Tharaka Nithi,0,0,2,4,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2/1/2021,Baraka Medical Clinic (Trans Nzoia East),MbMHtb4LFlu,14012,AMPATHPlus,Kenya,Trans-Nzoia County,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2/1/2021,Barsaloi GK Dispensary,qAyhce3x6Hq,18495,Afya Nyota Ya Bonde,Kenya,Samburu,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2/1/2021,Barsheba Medical Clinic,LoDUYZ35bGe,17719,APHIAPlus Pwani,Kenya,Mombasa,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2/1/2021,Barsombe Dispensary,bR95hCnPIDU,14012,AMPATHPlus,Kenya,Uasin Gishu County,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2/1/2021,Barwessa HealthCentre,gtUQIME9Wtc,18495,Afya Nyota Ya Bonde,Kenya,Baringo,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2/1/2021,Beacon of Hope Clinic (Kajiado),o7MMvSioNJn,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,0,2,65,34,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2/1/2021,Benmac Clinic,GVJXZMApfV3,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2/1/2021,Bethsaida (AIC) Clinic (Nakuru),GFH7xCIC68Q,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2/1/2021,BHESP-Kariobangi DIC,UPZXnKqKWL2,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,109,8,0,0,7,0,0,0,7,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2/1/2021,Biafra Lions Clinic,rKv3KeZaXLt,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2/1/2021,Bidii Health Centre,AbFl2G2sQPD,14012,AMPATHPlus,Kenya,Trans-Nzoia County,,,37,62,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2/1/2021,Bikeke Health Centre,knQCXqV1T2E,14012,AMPATHPlus,Kenya,Trans-Nzoia County,1,7,37,27,,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,
79,2/1/2021,Biretwa health centre,vXv0uxOyzte,14012,AMPATHPlus,Kenya,Elgeyo-Marakwet County,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2/1/2021,Bisil Health Centre,QZwDp4lHXWp,18495,Afya Nyota Ya Bonde,Kenya,Kajiado,2,0,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2/1/2021,Bituyu Dispensary,LmzDEHTbI2m,14012,AMPATHPlus,Kenya,Bungoma County,0,0,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2/1/2021,Bodaki Medical Clinic,d466UNY6p0G,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2/1/2021,Bofu Dispensary,EB2MW1O8lx0,17719,APHIAPlus Pwani,Kenya,Kwale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2/1/2021,Bokole Dispensary (CDF),KOLG3hC7MTt,17719,APHIAPlus Pwani,Kenya,Mombasa,0,0,46,4,0,0,2,1,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,
85,2/1/2021,Bokoli Hospital,XmjO4q9aUM9,14012,AMPATHPlus,Kenya,Bungoma County,1,2,28,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2/1/2021,Bomani Dispensary,NIUuAMx7FSP,17719,APHIAPlus Pwani,Kenya,Kilifi,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2/1/2021,Bondeni Dispensary (Nakuru Central),n0JAr0wDyz1,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,2,4,30,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2/1/2021,Bondeni Health Centre (Trans Nzoia - Saboti),EdlxO5gs71j,14012,AMPATHPlus,Kenya,Trans-Nzoia County,1,1,19,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2/1/2021,Bondeni Maternity,Zq3ds3fxdy9,18495,Afya Nyota Ya Bonde,Kenya,Nakuru,1,0,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2/1/2021,Borabu Medical Clinic,nhBgbdWws9f,17719,APHIAPlus Pwani,Kenya,Mombasa,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2/1/2021,Bosiango Health Centre,hPtvTrJDZxh,18494,Afya Ziwani,Kenya,Nyamira County,2,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2/1/2021,Boyani Dispensary,oPAZX14Ue6U,14012,AMPATHPlus,Kenya,Vihiga County,0,0,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
93,2/1/2021,Bridging Out-Patient,lHEwRGAF6dU,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2/1/2021,Brother andre Clinic,ciW7NMtMflo,17718,Interchurch Medical Assistance. Inc,Kenya,Nairobi,1,0,39,14,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2/1/2021,Buburi Community Health Clinic,ZbpfxijngHi,14012,AMPATHPlus,Kenya,Busia County,1,0,30,8,1,0,2,1,1,0,,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,
96,2/1/2021,Buchangu Dispensary,zzwYBJxxTXx,14012,AMPATHPlus,Kenya,Kakamega County,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
97,2/1/2021,Budonga Dispensary,yQgOQVJkqn6,14012,AMPATHPlus,Kenya,Kakamega County,,,19,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2/1/2021,Buduta Dispensary,SqSsbV4bSpD,14012,AMPATHPlus,Kenya,Busia County,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
99,2/1/2021,Bugamangi Dispensary,RX9uwgFpPEJ,14012,AMPATHPlus,Kenya,Vihiga County,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2/1/2021,Bugina Health Centre,pQrWM9oY90N,14012,AMPATHPlus,Kenya,Vihiga County,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2/1/2021,Bujumba Dispensary,h48gbH8KT2V,14012,AMPATHPlus,Kenya,Busia County,0,0,18,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
102,2/1/2021,Bukaya Health Centre,nZE4CPWj6FM,14012,AMPATHPlus,Kenya,Kakamega County,,,16,7,,,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
103,2/1/2021,Bukembe Dispensary,KB2SvXgUyqF,14012,AMPATHPlus,Kenya,Bungoma County,,,29,4,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
104,2/1/2021,Bukhalalire Dispensary,kfCzFb8tlwW,14012,AMPATHPlus,Kenya,Busia County,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
105,2/1/2021,Bukura Health Centre,EwlTkDaI7gV,14012,AMPATHPlus,Kenya,Kakamega County,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2/1/2021,Bulondo Dispensary,Y1zRINzIXio,14012,AMPATHPlus,Kenya,Bungoma County,0,1,22,6,0,0,0,1,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
107,2/1/2021,Bumala A Health Centre,M60SMSo4OLr,14012,AMPATHPlus,Kenya,Busia County,1,2,12,13,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
108,2/1/2021,Bumala B Health Centre,CEMOxsrWE5I,14012,AMPATHPlus,Kenya,Busia County,1,,7,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2/1/2021,Bumula Sub County Hospital,z52pEBVkfXY,14012,AMPATHPlus,Kenya,Bungoma County,1,,52,1,,,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
110,2/1/2021,Bumutiru Dispensary,naKEpwTPUs6,14012,AMPATHPlus,Kenya,Busia County,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
111,2/1/2021,Bungasi Health Centre,b2WyhrQDYKL,14012,AMPATHPlus,Kenya,Kakamega County,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2/1/2021,Bungoma County Referral Hospital,UooJgpSFOqa,14012,AMPATHPlus,Kenya,Bungoma County,3,2,128,10,,,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,
113,2/1/2021,Bura Dispensary Taita,YF2L1bQzzp8,17719,APHIAPlus Pwani,Kenya,Taita Taveta,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2/1/2021,Burinda Dispensary,EBUpTsxhvK9,14012,AMPATHPlus,Kenya,Busia County,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
115,2/1/2021,Burnt Forest Sub County Hospital,D1TlavlC4mB,14012,AMPATHPlus,Kenya,Uasin Gishu County,,,8,8,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
116,2/1/2021,Burumba Dispensary,UyiaY8Scno8,14012,AMPATHPlus,Kenya,Busia County,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2/1/2021,Busembe Dispensary,oegFn5RMeYO,14012,AMPATHPlus,Kenya,Busia County,0,0,9,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
118,2/1/2021,Bushiangala Health Centre,HmG627Sos2H,14012,AMPATHPlus,Kenya,Kakamega County,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
119,2/1/2021,Bushiri Health Centre,wDbE4GZnZsg,14012,AMPATHPlus,Kenya,Kakamega County,1,,27,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2/1/2021,Busia County Referral Hospital,dtwpYmhFy33,14012,AMPATHPlus,Kenya,Busia County,8,13,34,23,,,6,2,,,,5,,,,,,,,,,,,,,,,,,,,,,
